,OTU,environmental_category,dsrab_type,supercluster,level1_taxon,level2_taxon,level3_taxon
533,Continental_margin_sediment_clone__UncSu559,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
534,Continental_margin_sediment_clone__UncSu560,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
535,Continental_margin_sediment_clone__UncSu561,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
536,Continental_margin_sediment_clone__UncSu562,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
537,Continental_margin_sediment_clone__UncSu563,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
538,Continental_margin_sediment_clone__UncSu564,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
539,Continental_margin_sediment_clone__UncSu565,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
540,Continental_margin_sediment_clone__UncSu566,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
541,Continental_margin_sediment_clone__UncSu567,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
542,Continental_margin_sediment_clone__UncSu568,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
543,Continental_margin_sediment_clone__UncSu569,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
544,Continental_margin_sediment_clone__UncSu570,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
545,Continental_margin_sediment_clone__UncSu571,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
546,Continental_margin_sediment_clone__UncSu572,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
547,Continental_margin_sediment_clone__UncSu573,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
548,Continental_margin_sediment_clone__UncSu574,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
549,Continental_margin_sediment_clone__UncSu575,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
550,Continental_margin_sediment_clone__UncSu576,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
551,Continental_margin_sediment_clone__UncSu577,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
552,Continental_margin_sediment_clone__UncSu578,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
553,Continental_margin_sediment_clone__UncSu579,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
554,Continental_margin_sediment_clone__UncSu580,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
555,Continental_margin_sediment_clone__UncSu581,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
556,Continental_margin_sediment_clone__UncSu582,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
557,Continental_margin_sediment_clone__UncSu583,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
558,Continental_margin_sediment_clone__UncSu584,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
559,Continental_margin_sediment_clone__UncSu585,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
560,Continental_margin_sediment_clone__UncSu586,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
561,Continental_margin_sediment_clone__UncSu587,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
562,Continental_margin_sediment_clone__UncSu588,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
563,Continental_margin_sediment_clone__UncSu589,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
564,Continental_margin_sediment_clone__UncSu590,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
565,Continental_margin_sediment_clone__UncSu591,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
566,Continental_margin_sediment_clone__UncSu592,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
567,uncultured_bacterium__Unc01cyz,Thermophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
568,uncultured_bacterium__Unc01cz0,Thermophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Thermodesulfobacteria, Thermodesulfobacteria, Thermodesulfobacteria
569,Desulfotomaculum_ruminis__DslRumi3,Symbiotic,Reductive bacterial type DsrAB, FACA group sensu lato, Firmicutes, Clostridia, Desulfotomaculum
570,Desulfotomaculum_sp._MPNeg1__DslSp135,Symbiotic,Reductive bacterial type DsrAB, FACA group sensu lato, Firmicutes, Clostridia, Desulfotomaculum
571,Desulfatibacillum_alkenivorans__DllAlke3,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
572,Alkalilimnicola_ehrlichei_MLHE-1__AkmEhrl3,Alkaliphilic/Halophilic,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
573,Allochromatium_vinosum_DSM_185__AlhVino4,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
574,Archaeoglobus_veneficus__ArgVene3,Thermophilic,Reductive bacterial type DsrAB, Archaeoglobus cluster, Euryarchaeota, Archaeoglobi, Archaeoglobus
575,Archaeoglobus_fulgidus__ArgFulg4,Thermophilic,Reductive bacterial type DsrAB, Archaeoglobus cluster, Euryarchaeota, Archaeoglobi, Archaeoglobus
576,Archaeoglobus_profundus__ArgProf4,Thermophilic,Reductive bacterial type DsrAB, Archaeoglobus cluster, Euryarchaeota, Archaeoglobi, Archaeoglobus
577,"Uncultured_SRB,_b28__UnculS15",Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 2
578,"Uncultured_SRB,_b6__UnculS18",Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
579,Bilophila_wadsworthia__BilWads6,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
580,Bu-1__Buyyyy00,Soil,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
581,Bu-11-rice_field_soil__JN615143,Soil,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
582,Bu-15-rice_field_soil__JN615144,Soil,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
583,Rice_field_soil_clone_Bu-16__JN615145,Soil,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
584,Rice_field_soil_clone_Bu-21__JN615146,Soil,Reductive bacterial type DsrAB, Nitrospirae supercluster, Unclassified, Unclassified, Uncultured family-level lineage 10
585,Rice_field_soil_clone_Bu-22__JN615147,Soil,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
586,Rice_field_soil_clone_Bu-23__JN615148,Soil,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 8
587,Rice_field_soil_clone_Bu-24__JN615149,Soil,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 8
588,Rice_field_soil_clone_Bu-25__JN615150,Soil,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 6
589,Rice_field_soil_clone_Bu-26__JN615151,Soil,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
590,Rice_field_soil_clone_Bu-27__JN615152,Soil,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
591,Bu-28-rice_field_soil__JN615153,Soil,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 8
592,Rise_field_soil_clone_Bu-3__JN615154,Soil,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
593,Bu-4-rice_field_soil__JN615155,Soil,Reductive bacterial type DsrAB, Nitrospirae supercluster, Unclassified, Unclassified, Unclassified
594,Bu-6-rice_field_soil__JN615156,Soil,Reductive bacterial type DsrAB, Nitrospirae supercluster, Unclassified, Unclassified, Uncultured family-level lineage 10
595,Bu-9-rice_field_soil__JN615157,Soil,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
596,Rice_field_soil_clone_Bu-d-13__JN615158,Soil,Reductive bacterial type DsrAB, Nitrospirae supercluster, Unclassified, Unclassified, Uncultured family-level lineage 10
597,Rice_field_soil_clone_Bu-d-16__JN615159,Soil,Reductive bacterial type DsrAB, Nitrospirae supercluster, Unclassified, Unclassified, Uncultured family-level lineage 10
598,Rice_field_soil_clone_Bu-d-24__JN615160,Soil,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacca acetoxidans lineage
599,Rice_field_soil_clone_Bu-d-34__JN615161,Soil,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacca acetoxidans lineage
600,"Uncultured_SRB,_c18__UnculS19",Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 2
601,Hydrate_Ridge_sediment_fosmid_hr42c9__Z99Ridge,Marine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
602,Wadden_Sea_sediment_fosmid_ws39f7__WddnSea0,Marine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Unclassified
603,Wadden_Sea_sediment_fosmid_ws7f8__WddnSea2,Marine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Unclassified
604,Magnetospirillum_gryphiswaldense__MagGryp3,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Alphaproteobacteria, Alphaproteobacteria
605,Desulfococcus_oleovorans__CanDesu2,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
606,Candidatus_Ruthia_magnifica_str._Cm_(Calyptogena_magnifica)__CanRuth2,Symbiotic,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
607,Chlorobium_chlorochromatii_CaD3__ClrChlo9,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
608,Chlorobium_limicola_DSM_257__ClrLim14,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
609,Chlorobium_limicola_DSM_245__ClrLim15,Thermophilic,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
610,Chlorobium_phaeobacteroides_BS1__ClrPha15,Marine,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
611,Chlorobium_phaeobacteroides_DSM_266__ClrPha16,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
612,Chlorobaculum_tepidum_TLS__ChbTepi3,Thermophilic,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
613,Chlorobaculum_tepidum_TLS__ClrTepid,Thermophilic,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
614,dsr-containing_BAC_MED13K09__Dg3BAC00,Marine,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
615,Hypersaline_sediment_clone__UncPr724,Alkaliphilic/Halophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
616,hypersaline_sediment_clone__UncPr725,Alkaliphilic/Halophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfohalobiaceae
617,Hypersaline_sediment_clone__UncPr726,Alkaliphilic/Halophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfohalobiaceae
